,,,,,,58248498,58251941,1,,,
,,,,,,58251942,58255528,2,,,
,,,,,,58255529,58257802,1,,,
,,,,,,58257803,58258428,2,,,
,,,,,,58258429,58259796,1,,,
,,,,,,58259797,58260397,2,,,
,,,,,,58260398,58263216,1,,,
,,,,,,58263217,58263523,2,,,
,,,,,,58263524,58264996,1,,,
,,,,,,58264997,58266247,2,,,
,,,,,,58266248,58267515,1,,,
,,,,,,58267516,58279102,2,,,
,,,,,,58279103,58280556,1,,,
,,,,,,58280557,58281063,2,,,
,,,,,,58281064,58289281,1,,,
,,,,,,58289282,58291652,2,,,
,,,,,,58291653,58296079,1,,,
,,,,,,58296080,58296634,2,,,
,,,,,,58296635,58299192,1,,,
,,,,,,58299193,58299795,2,,,
,,,,,,58299796,58304774,1,,,
,,,,,,58304775,58308045,2,,,
,,,,,,58308046,58312708,1,,,
,,,,,,58312709,58313285,2,,,
,,,,,,58313286,58332459,1,,,
,,,,,,58332460,58332801,2,,,
,,,,,,58332802,58335811,1,,,
,,,,,,58335812,58336942,2,,,
,,,,,,58336943,58343299,1,,,
,,,,,,58343300,58346520,2,,,
,,,,,,58346521,58350551,1,,,
,,,,,,58350552,58350928,2,,,
,,,,,,58350929,58353143,1,,,
,,,,,,58353144,58372718,2,,,
,,,,,,58372719,58373510,1,,,
,,,,,,58373511,58373921,2,,,
,,,,,,58373922,58375622,1,,,
,,,,,,58375623,58376936,2,,,
,,,,,,58376937,58381649,1,,,
,,,,,,58381650,58383416,2,,,
,,,,,,58383417,58385271,1,,,
,,,,,,58385272,58386713,2,,,
,,,,,,58386714,58387749,1,,,
,,,,,,58387750,58390419,2,,,
,,,,,,58390420,58391245,1,,,
,,,,,,58391246,58392432,2,,,
,,,,,,58392433,58394264,1,,,
,,,,,,58394265,58395466,2,,,
,,,,,,58395467,58396832,1,,,
,,,,,,58396833,58400811,2,,,
,,,,,,58400812,58407602,1,,,
,,,,,,58407603,58410280,2,,,
,,,,,,58410281,58411406,1,,,
,,,,,,58411407,58411875,2,,,
,,,,,,58411876,58414235,1,,,
,,,,,,58414236,58414779,2,,,
,,,,,,58414780,58422176,1,,,
,,,,,,58422177,58423134,2,,,
,,,,,,58423135,58444093,1,,,
,,,,,,58444094,58448247,2,,,
,,,,,,58448248,58451408,1,,,
,,,,,,58451409,58452148,2,,,
,,,,,,58452149,58452975,1,,,
,,,,,,58452976,58456629,2,,,
,,,,,,58456630,58468477,1,,,
,,,,,,58468478,58472517,2,,,
,,,,,,58472518,58476563,1,,,
,,,,,,58476564,58477059,2,,,
,,,,,,58477060,58478318,1,,,
,,,,,,58478319,58480154,2,,,
,,,,,,58480155,58480909,1,,,
,,,,,,58480910,58482984,2,,,
,,,,,,58482985,58483751,1,,,
,,,,,,58483752,58488756,2,,,
,,,,,,58488757,58491547,1,,,
,,,,,,58491548,58491920,2,,,
,,,,,,58491921,58493054,1,,,
,,,,,,58493055,58494789,2,,,
,,,,,,58494790,58495801,1,,,
,,,,,,58495802,58496211,2,,,
,,,,,,58496212,58497242,1,,,
,,,,,,58497243,58499588,2,,,
,,,,,,58499589,58586797,1,,,
,,,,,,58586798,58587149,2,,,
,,,,,,58587150,58592814,1,,,
,,,,,,58592815,58593272,2,,,
,,,,,,58593273,58658052,1,,,
,,,,,,58658053,58660930,2,,,
,,,,,,58660931,58661524,1,,,
,,,,,,58661525,58661822,2,,,
,,,,,,58661823,58726651,1,,,
,,,,,,58726652,58727205,2,,,
,,,,,,58727206,58786036,1,,,
,,,,,,58786037,58786452,2,,,
,,,,,,58786453,58800000,1,,,
,,,,,,58800001,86482000,0,,,
